ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
441,female,married,1,32,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",not working - other
442,male,married,1,41,"Some college, no degree","85,000 to 99,999",working as paid employee
442,female,married,1,39,Bachelor's degree,"85,000 to 99,999",working as paid employee
443,male,married,1,48,Bachelor's degree,"125,000 to 149,999","working, self-employed"
443,female,married,1,58,High school graduate - diploma or the equivalent (GED),"125,000 to 149,999","working, self-employed"
444,male,married,1,60,"Some college, no degree","100,000 to 124,999",not working - retired
444,female,married,1,54,"Some college, no degree","100,000 to 124,999",not working - retired
445,male,married,1,27,High school graduate - diploma or the equivalent (GED),"12,500 to 14,999",working as paid employee
445,female,married,2,27,High school graduate - diploma or the equivalent (GED),"12,500 to 14,999",not working - other
446,male,married,1,56,Bachelor's degree,"125,000 to 149,999",not working - retired
446,female,married,1,57,"Some college, no degree","125,000 to 149,999",working as paid employee
447,male,married,1,53,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
447,female,married,1,46,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
448,male,married,1,44,High school graduate - diploma or the equivalent (GED),"150,000 to 174,999",working as paid employee
448,female,married,1,39,Professional or doctorate degree,"150,000 to 174,999","working, self-employed"
449,male,married,1,40,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
449,female,married,2,35,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - other
450,male,married,2,48,Bachelor's degree,"40,000 to 49,999",not working - looking for work
450,female,married,1,40,Bachelor's degree,"40,000 to 49,999",not working - other
451,male,married,1,25,Bachelor's degree,"75,000 to 84,999",not working - other
451,female,married,2,26,Bachelor's degree,"75,000 to 84,999",working as paid employee
452,male,married,1,55,Master's degree,"175,000 or more",working as paid employee
452,female,married,2,54,Master's degree,"175,000 or more",working as paid employee
453,male,married,1,32,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
453,female,married,1,27,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - other
454,male,married,3,45,11th grade,"50,000 to 59,999",working as paid employee
454,female,married,2,43,"Some college, no degree","50,000 to 59,999",working as paid employee
455,male,partner,2,38,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",working as paid employee
455,female,partner,2,31,Bachelor's degree,"15,000 to 19,999",not working - looking for work
456,male,married,1,40,Bachelor's degree,"85,000 to 99,999",working as paid employee
456,female,married,2,38,Master's degree,"85,000 to 99,999",not working - other
457,male,married,1,54,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
457,female,married,1,55,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999","working, self-employed"
458,male,married,1,58,"Some college, no degree","40,000 to 49,999","working, self-employed"
458,female,married,1,55,Professional or doctorate degree,"40,000 to 49,999",working as paid employee
459,male,married,4,44,11th grade,"35,000 to 39,999",not working - disabled
459,female,married,5,45,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - looking for work
460,male,married,3,44,Associate degree,"75,000 to 84,999",working as paid employee
460,female,married,1,40,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
461,male,married,1,29,"Some college, no degree","60,000 to 74,999",working as paid employee
461,female,married,1,25,Bachelor's degree,"60,000 to 74,999",not working - other
462,male,married,1,50,"Some college, no degree","175,000 or more","working, self-employed"
462,female,married,2,49,Bachelor's degree,"175,000 or more",working as paid employee
463,male,married,1,42,Bachelor's degree,"125,000 to 149,999",working as paid employee
463,female,married,1,43,Master's degree,"125,000 to 149,999",working as paid employee
464,male,married,3,56,"Some college, no degree","85,000 to 99,999",working as paid employee
464,female,married,3,54,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",not working - other
465,male,married,1,42,Bachelor's degree,"150,000 to 174,999",working as paid employee
465,female,married,1,40,Associate degree,"150,000 to 174,999",working as paid employee
466,male,married,1,43,Bachelor's degree,"50,000 to 59,999",working as paid employee
466,female,married,1,36,Bachelor's degree,"50,000 to 59,999",not working - other
467,male,married,1,38,Professional or doctorate degree,"100,000 to 124,999","working, self-employed"
467,female,married,1,38,Master's degree,"100,000 to 124,999",not working - other
468,male,married,1,39,Bachelor's degree,"100,000 to 124,999",working as paid employee
468,female,married,1,33,Bachelor's degree,"100,000 to 124,999",working as paid employee
469,male,married,2,29,"Some college, no degree","175,000 or more","working, self-employed"
469,female,married,2,28,"Some college, no degree","175,000 or more","working, self-employed"
470,male,married,1,28,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
470,female,married,1,29,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
471,male,married,1,54,Bachelor's degree,"175,000 or more",working as paid employee
471,female,married,1,52,Bachelor's degree,"175,000 or more",working as paid employee
472,male,married,1,62,"Some college, no degree","75,000 to 84,999","working, self-employed"
472,female,married,1,61,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - looking for work
473,male,married,1,29,Bachelor's degree,"75,000 to 84,999",working as paid employee
473,female,married,1,29,Bachelor's degree,"75,000 to 84,999",working as paid employee
474,male,married,1,27,"Some college, no degree","100,000 to 124,999",working as paid employee
474,female,married,1,27,Master's degree,"100,000 to 124,999",working as paid employee
475,male,married,2,49,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999","working, self-employed"
475,female,married,2,44,Bachelor's degree,"75,000 to 84,999",working as paid employee
476,male,partner,1,42,10th grade,"10,000 to 12,499",not working - disabled
476,female,partner,1,32,10th grade,"10,000 to 12,499",not working - disabled
477,male,married,1,30,Bachelor's degree,"75,000 to 84,999",working as paid employee
477,female,married,1,28,Bachelor's degree,"75,000 to 84,999","working, self-employed"
478,male,married,1,38,"Some college, no degree","75,000 to 84,999",working as paid employee
478,female,married,1,35,"Some college, no degree","75,000 to 84,999",working as paid employee
479,male,married,1,36,"Some college, no degree","75,000 to 84,999",working as paid employee
479,female,married,1,36,"Some college, no degree","75,000 to 84,999",working as paid employee
480,male,married,1,37,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
480,female,married,2,36,Bachelor's degree,"75,000 to 84,999",not working - other
481,male,married,1,28,Bachelor's degree,"20,000 to 24,999",working as paid employee
481,female,married,1,27,Bachelor's degree,"20,000 to 24,999",not working - other
482,male,married,1,57,Bachelor's degree,"125,000 to 149,999","working, self-employed"
482,female,married,1,56,High school graduate - diploma or the equivalent (GED),"125,000 to 149,999",working as paid employee
483,male,married,2,55,Master's degree,"100,000 to 124,999",not working - retired
483,female,married,1,56,Bachelor's degree,"100,000 to 124,999",not working - retired
484,male,married,1,30,"Some college, no degree","40,000 to 49,999",working as paid employee
484,female,married,1,29,Bachelor's degree,"40,000 to 49,999",working as paid employee
485,male,married,2,47,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
485,female,married,2,56,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",not working - other
486,male,partner,4,61,"Some college, no degree","10,000 to 12,499",not working - disabled
486,female,partner,4,55,Associate degree,"10,000 to 12,499","working, self-employed"
487,male,married,1,27,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",working as paid employee
487,female,married,1,29,Associate degree,"30,000 to 34,999",working as paid employee
488,male,married,1,44,"Some college, no degree","60,000 to 74,999",working as paid employee
488,female,married,1,50,"Some college, no degree","60,000 to 74,999",working as paid employee
489,male,married,1,57,Bachelor's degree,"125,000 to 149,999",working as paid employee
489,female,married,1,54,Bachelor's degree,"125,000 to 149,999",working as paid employee
490,male,married,1,38,Master's degree,"150,000 to 174,999",working as paid employee
490,female,married,1,36,Master's degree,"150,000 to 174,999",working as paid employee
491,male,married,1,58,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
491,female,married,1,56,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - disabled
492,male,married,1,43,Bachelor's degree,"150,000 to 174,999",working as paid employee
492,female,married,1,43,Bachelor's degree,"150,000 to 174,999",not working - looking for work
493,male,married,1,40,Bachelor's degree,"40,000 to 49,999",working as paid employee
493,female,married,2,40,Bachelor's degree,"40,000 to 49,999",working as paid employee
494,male,married,1,30,Bachelor's degree,"100,000 to 124,999",working as paid employee
494,female,married,1,30,Associate degree,"100,000 to 124,999",working as paid employee
